date,region,covid_deaths_2020
2020-05-18,Friuli Venezia Giulia,1.0
2020-05-19,Friuli Venezia Giulia,0.0
2020-05-20,Friuli Venezia Giulia,2.0
2020-05-21,Friuli Venezia Giulia,1.0
2020-05-22,Friuli Venezia Giulia,2.0
2020-05-23,Friuli Venezia Giulia,2.0
2020-05-24,Friuli Venezia Giulia,2.0
2020-05-25,Friuli Venezia Giulia,0.0
2020-05-26,Friuli Venezia Giulia,0.0
2020-05-27,Friuli Venezia Giulia,2.0
2020-05-28,Friuli Venezia Giulia,2.0
2020-05-29,Friuli Venezia Giulia,0.0
2020-05-30,Friuli Venezia Giulia,0.0
2020-05-31,Friuli Venezia Giulia,0.0
2020-06-01,Friuli Venezia Giulia,2.0
2020-06-02,Friuli Venezia Giulia,1.0
2020-06-03,Friuli Venezia Giulia,0.0
2020-06-04,Friuli Venezia Giulia,0.0
2020-06-05,Friuli Venezia Giulia,2.0
2020-06-06,Friuli Venezia Giulia,0.0
2020-06-07,Friuli Venezia Giulia,1.0
2020-06-08,Friuli Venezia Giulia,1.0
2020-06-09,Friuli Venezia Giulia,0.0
2020-06-10,Friuli Venezia Giulia,1.0
2020-06-11,Friuli Venezia Giulia,1.0
2020-06-12,Friuli Venezia Giulia,0.0
2020-06-13,Friuli Venezia Giulia,1.0
2020-06-14,Friuli Venezia Giulia,0.0
2020-06-15,Friuli Venezia Giulia,0.0
2020-06-16,Friuli Venezia Giulia,0.0
2020-06-17,Friuli Venezia Giulia,0.0
2020-06-18,Friuli Venezia Giulia,0.0
2020-06-19,Friuli Venezia Giulia,0.0
2020-06-20,Friuli Venezia Giulia,1.0
2020-06-21,Friuli Venezia Giulia,0.0
2020-06-22,Friuli Venezia Giulia,0.0
2020-06-23,Friuli Venezia Giulia,0.0
2020-06-24,Friuli Venezia Giulia,0.0
2020-06-25,Friuli Venezia Giulia,1.0
2020-06-26,Friuli Venezia Giulia,0.0
2020-06-27,Friuli Venezia Giulia,0.0
2020-06-28,Friuli Venezia Giulia,0.0
2020-06-29,Friuli Venezia Giulia,0.0
2020-06-30,Friuli Venezia Giulia,0.0
2020-07-01,Friuli Venezia Giulia,0.0
2020-07-02,Friuli Venezia Giulia,0.0
2020-07-03,Friuli Venezia Giulia,0.0
2020-07-04,Friuli Venezia Giulia,0.0
2020-07-05,Friuli Venezia Giulia,0.0
2020-07-06,Friuli Venezia Giulia,0.0
2020-07-07,Friuli Venezia Giulia,0.0
2020-07-08,Friuli Venezia Giulia,0.0
2020-07-09,Friuli Venezia Giulia,0.0
2020-07-10,Friuli Venezia Giulia,0.0
2020-07-11,Friuli Venezia Giulia,0.0
2020-07-12,Friuli Venezia Giulia,0.0
2020-07-13,Friuli Venezia Giulia,0.0
2020-07-14,Friuli Venezia Giulia,0.0
2020-07-15,Friuli Venezia Giulia,0.0
2020-07-16,Friuli Venezia Giulia,0.0
2020-07-17,Friuli Venezia Giulia,0.0
2020-07-18,Friuli Venezia Giulia,0.0
2020-07-19,Friuli Venezia Giulia,0.0
2020-07-20,Friuli Venezia Giulia,0.0
2020-07-21,Friuli Venezia Giulia,0.0
2020-07-22,Friuli Venezia Giulia,0.0
2020-07-23,Friuli Venezia Giulia,0.0
2020-07-24,Friuli Venezia Giulia,0.0
2020-07-25,Friuli Venezia Giulia,0.0
2020-07-26,Friuli Venezia Giulia,0.0
2020-07-27,Friuli Venezia Giulia,0.0
2020-07-28,Friuli Venezia Giulia,0.0
2020-07-29,Friuli Venezia Giulia,0.0
2020-07-30,Friuli Venezia Giulia,0.0
2020-07-31,Friuli Venezia Giulia,0.0
2020-08-01,Friuli Venezia Giulia,0.0
2020-08-02,Friuli Venezia Giulia,0.0
2020-08-03,Friuli Venezia Giulia,1.0
2020-08-04,Friuli Venezia Giulia,0.0
2020-08-05,Friuli Venezia Giulia,0.0
2020-08-06,Friuli Venezia Giulia,0.0
2020-08-07,Friuli Venezia Giulia,0.0
2020-08-08,Friuli Venezia Giulia,0.0
2020-08-09,Friuli Venezia Giulia,0.0
2020-08-10,Friuli Venezia Giulia,1.0
2020-08-11,Friuli Venezia Giulia,1.0
2020-08-12,Friuli Venezia Giulia,0.0
2020-08-13,Friuli Venezia Giulia,0.0
2020-08-14,Friuli Venezia Giulia,0.0
2020-08-15,Friuli Venezia Giulia,0.0
2020-08-16,Friuli Venezia Giulia,0.0
2020-08-17,Friuli Venezia Giulia,0.0
2020-08-18,Friuli Venezia Giulia,0.0
2020-08-19,Friuli Venezia Giulia,0.0
2020-08-20,Friuli Venezia Giulia,0.0
2020-08-21,Friuli Venezia Giulia,0.0
2020-08-22,Friuli Venezia Giulia,0.0
2020-08-23,Friuli Venezia Giulia,0.0
2020-08-24,Friuli Venezia Giulia,0.0
2020-08-25,Friuli Venezia Giulia,0.0
2020-08-26,Friuli Venezia Giulia,0.0
2020-08-27,Friuli Venezia Giulia,0.0
2020-08-28,Friuli Venezia Giulia,0.0
2020-08-29,Friuli Venezia Giulia,0.0
2020-08-30,Friuli Venezia Giulia,0.0
2020-08-31,Friuli Venezia Giulia,0.0
2020-09-01,Friuli Venezia Giulia,0.0
2020-09-02,Friuli Venezia Giulia,1.0
2020-09-03,Friuli Venezia Giulia,0.0
2020-09-04,Friuli Venezia Giulia,0.0
2020-09-05,Friuli Venezia Giulia,0.0
2020-09-06,Friuli Venezia Giulia,0.0
2020-09-07,Friuli Venezia Giulia,0.0
2020-09-08,Friuli Venezia Giulia,0.0
2020-09-09,Friuli Venezia Giulia,0.0
2020-09-10,Friuli Venezia Giulia,0.0
2020-09-11,Friuli Venezia Giulia,0.0
2020-09-12,Friuli Venezia Giulia,0.0
2020-09-13,Friuli Venezia Giulia,0.0
2020-09-14,Friuli Venezia Giulia,0.0
2020-09-15,Friuli Venezia Giulia,0.0
2020-09-16,Friuli Venezia Giulia,0.0
2020-09-17,Friuli Venezia Giulia,0.0
2020-09-18,Friuli Venezia Giulia,0.0
2020-09-19,Friuli Venezia Giulia,1.0
2020-09-20,Friuli Venezia Giulia,0.0
2020-09-21,Friuli Venezia Giulia,0.0
2020-09-22,Friuli Venezia Giulia,0.0
2020-09-23,Friuli Venezia Giulia,0.0
2020-09-24,Friuli Venezia Giulia,0.0
2020-09-25,Friuli Venezia Giulia,0.0
2020-09-26,Friuli Venezia Giulia,0.0
2020-09-27,Friuli Venezia Giulia,1.0
2020-09-28,Friuli Venezia Giulia,0.0
2020-09-29,Friuli Venezia Giulia,0.0
2020-09-30,Friuli Venezia Giulia,0.0
2020-10-01,Friuli Venezia Giulia,0.0
2020-10-02,Friuli Venezia Giulia,2.0
2020-10-03,Friuli Venezia Giulia,0.0
2020-10-04,Friuli Venezia Giulia,0.0
2020-10-05,Friuli Venezia Giulia,0.0
2020-10-06,Friuli Venezia Giulia,2.0
2020-10-07,Friuli Venezia Giulia,0.0
2020-10-08,Friuli Venezia Giulia,0.0
2020-10-09,Friuli Venezia Giulia,0.0
2020-10-10,Friuli Venezia Giulia,0.0
2020-10-11,Friuli Venezia Giulia,1.0
2020-10-12,Friuli Venezia Giulia,0.0
2020-10-13,Friuli Venezia Giulia,0.0
2020-10-14,Friuli Venezia Giulia,0.0
2020-10-15,Friuli Venezia Giulia,2.0
2020-10-16,Friuli Venezia Giulia,1.0
2020-10-17,Friuli Venezia Giulia,0.0
2020-10-18,Friuli Venezia Giulia,2.0
2020-10-19,Friuli Venezia Giulia,3.0
2020-10-20,Friuli Venezia Giulia,2.0
2020-10-21,Friuli Venezia Giulia,1.0
2020-10-22,Friuli Venezia Giulia,1.0
2020-10-23,Friuli Venezia Giulia,1.0
2020-10-24,Friuli Venezia Giulia,3.0
2020-10-25,Friuli Venezia Giulia,2.0
2020-10-26,Friuli Venezia Giulia,3.0
2020-10-27,Friuli Venezia Giulia,1.0
2020-10-28,Friuli Venezia Giulia,4.0
2020-10-29,Friuli Venezia Giulia,5.0
2020-10-30,Friuli Venezia Giulia,7.0
2020-10-31,Friuli Venezia Giulia,3.0
2020-11-01,Friuli Venezia Giulia,1.0
2020-11-02,Friuli Venezia Giulia,5.0
2020-11-03,Friuli Venezia Giulia,8.0
2020-11-04,Friuli Venezia Giulia,3.0
2020-11-05,Friuli Venezia Giulia,9.0
2020-11-06,Friuli Venezia Giulia,12.0
2020-11-07,Friuli Venezia Giulia,7.0
2020-11-08,Friuli Venezia Giulia,9.0
2020-11-09,Friuli Venezia Giulia,5.0
2020-11-10,Friuli Venezia Giulia,20.0
2020-11-11,Friuli Venezia Giulia,13.0
2020-11-12,Friuli Venezia Giulia,9.0
2020-11-13,Friuli Venezia Giulia,8.0
2020-11-14,Friuli Venezia Giulia,10.0
2020-11-15,Friuli Venezia Giulia,12.0
2020-11-16,Friuli Venezia Giulia,18.0
2020-11-17,Friuli Venezia Giulia,10.0
2020-11-18,Friuli Venezia Giulia,11.0
2020-11-19,Friuli Venezia Giulia,13.0
2020-11-20,Friuli Venezia Giulia,28.0
2020-11-21,Friuli Venezia Giulia,25.0
2020-11-22,Friuli Venezia Giulia,13.0
2020-11-23,Friuli Venezia Giulia,27.0
2020-11-24,Friuli Venezia Giulia,26.0
2020-11-25,Friuli Venezia Giulia,16.0
2020-11-26,Friuli Venezia Giulia,26.0
2020-11-27,Friuli Venezia Giulia,35.0
2020-11-28,Friuli Venezia Giulia,25.0
2020-11-29,Friuli Venezia Giulia,16.0
2020-11-30,Friuli Venezia Giulia,21.0
2020-12-01,Friuli Venezia Giulia,25.0
2020-12-02,Friuli Venezia Giulia,26.0
2020-12-03,Friuli Venezia Giulia,52.0
2020-12-04,Friuli Venezia Giulia,36.0
2020-12-05,Friuli Venezia Giulia,31.0
2020-12-06,Friuli Venezia Giulia,27.0
2020-12-07,Friuli Venezia Giulia,24.0
2020-12-08,Friuli Venezia Giulia,30.0
2020-12-09,Friuli Venezia Giulia,33.0
2020-12-10,Friuli Venezia Giulia,42.0
2020-12-11,Friuli Venezia Giulia,23.0
2020-12-12,Friuli Venezia Giulia,28.0
2020-12-13,Friuli Venezia Giulia,18.0
2020-12-14,Friuli Venezia Giulia,14.0
2020-12-15,Friuli Venezia Giulia,52.0
2020-12-16,Friuli Venezia Giulia,40.0
2020-12-17,Friuli Venezia Giulia,27.0
2020-02-24,Lazio,
2020-02-25,Lazio,0.0
2020-02-26,Lazio,0.0
2020-02-27,Lazio,0.0
2020-02-28,Lazio,0.0
2020-02-29,Lazio,0.0
2020-03-01,Lazio,0.0
2020-03-02,Lazio,0.0
2020-03-03,Lazio,0.0
2020-03-04,Lazio,0.0
2020-03-05,Lazio,0.0
2020-03-06,Lazio,1.0
2020-03-07,Lazio,0.0
2020-03-08,Lazio,2.0
2020-03-09,Lazio,2.0
2020-03-10,Lazio,1.0
2020-03-11,Lazio,0.0
2020-03-12,Lazio,3.0
2020-03-13,Lazio,2.0
2020-03-14,Lazio,2.0
2020-03-15,Lazio,3.0
2020-03-16,Lazio,3.0
2020-03-17,Lazio,4.0
2020-03-18,Lazio,9.0
2020-03-19,Lazio,6.0
2020-03-20,Lazio,5.0
2020-03-21,Lazio,7.0
2020-03-22,Lazio,3.0
2020-03-23,Lazio,10.0
2020-03-24,Lazio,17.0
2020-03-25,Lazio,15.0
2020-03-26,Lazio,11.0
2020-03-27,Lazio,12.0
2020-03-28,Lazio,6.0
2020-03-29,Lazio,12.0
2020-03-30,Lazio,14.0
2020-03-31,Lazio,12.0
2020-04-01,Lazio,7.0
2020-04-02,Lazio,16.0
2020-04-03,Lazio,14.0
2020-04-04,Lazio,13.0
2020-04-05,Lazio,7.0
2020-04-06,Lazio,10.0
2020-04-07,Lazio,9.0
2020-04-08,Lazio,6.0
2020-04-09,Lazio,9.0
2020-04-10,Lazio,10.0
2020-04-11,Lazio,10.0
2020-04-12,Lazio,6.0
2020-04-13,Lazio,5.0
2020-04-14,Lazio,16.0
2020-04-15,Lazio,11.0
2020-04-16,Lazio,5.0
2020-04-17,Lazio,16.0
2020-04-18,Lazio,8.0
2020-04-19,Lazio,1.0
2020-04-20,Lazio,8.0
2020-04-21,Lazio,14.0
2020-04-22,Lazio,7.0
2020-04-23,Lazio,5.0
2020-04-24,Lazio,9.0
2020-04-25,Lazio,3.0
2020-04-26,Lazio,2.0
2020-04-27,Lazio,8.0
2020-04-28,Lazio,17.0
2020-04-29,Lazio,17.0
2020-04-30,Lazio,10.0
2020-05-01,Lazio,41.0
2020-05-02,Lazio,15.0
2020-05-03,Lazio,11.0
2020-05-04,Lazio,16.0
2020-05-05,Lazio,10.0
2020-05-06,Lazio,4.0
2020-05-07,Lazio,5.0
2020-05-08,Lazio,6.0
2020-05-09,Lazio,4.0
2020-05-10,Lazio,4.0
2020-05-11,Lazio,5.0
2020-05-12,Lazio,4.0
2020-05-13,Lazio,11.0
2020-05-14,Lazio,18.0
2020-05-15,Lazio,9.0
2020-05-16,Lazio,12.0
2020-05-17,Lazio,6.0
2020-05-18,Lazio,6.0
2020-05-19,Lazio,12.0
2020-05-20,Lazio,7.0
2020-05-21,Lazio,15.0
2020-05-22,Lazio,7.0
2020-05-23,Lazio,7.0
2020-05-24,Lazio,8.0
2020-05-25,Lazio,4.0
2020-05-26,Lazio,5.0
2020-05-27,Lazio,8.0
2020-05-28,Lazio,7.0
2020-05-29,Lazio,13.0
2020-05-30,Lazio,7.0
2020-05-31,Lazio,7.0
2020-06-01,Lazio,4.0
2020-06-02,Lazio,2.0
2020-06-03,Lazio,6.0
2020-06-04,Lazio,3.0
2020-06-05,Lazio,4.0
2020-06-06,Lazio,4.0
2020-06-07,Lazio,2.0
2020-06-08,Lazio,3.0
2020-06-09,Lazio,3.0
2020-06-10,Lazio,4.0
2020-06-11,Lazio,6.0
2020-06-12,Lazio,5.0
2020-06-13,Lazio,25.0
2020-06-14,Lazio,2.0
2020-06-15,Lazio,3.0
2020-06-16,Lazio,3.0
2020-06-17,Lazio,4.0
2020-06-18,Lazio,4.0
2020-06-19,Lazio,4.0
2020-06-20,Lazio,1.0
2020-06-21,Lazio,0.0
2020-06-22,Lazio,3.0
2020-06-23,Lazio,2.0
2020-06-24,Lazio,1.0
2020-06-25,Lazio,2.0
2020-06-26,Lazio,1.0
2020-06-27,Lazio,1.0
2020-06-28,Lazio,0.0
2020-06-29,Lazio,0.0
2020-06-30,Lazio,0.0
2020-07-01,Lazio,2.0
2020-07-02,Lazio,0.0
2020-07-03,Lazio,1.0
2020-07-04,Lazio,1.0
2020-07-05,Lazio,0.0
2020-07-06,Lazio,1.0
2020-07-07,Lazio,0.0
2020-07-08,Lazio,0.0
2020-07-09,Lazio,1.0
2020-07-10,Lazio,1.0
2020-07-11,Lazio,0.0
2020-07-12,Lazio,0.0
2020-07-13,Lazio,1.0
2020-07-14,Lazio,1.0
2020-07-15,Lazio,1.0
2020-07-16,Lazio,1.0
2020-07-17,Lazio,1.0
2020-07-18,Lazio,1.0
2020-07-19,Lazio,1.0
2020-07-20,Lazio,0.0
2020-07-21,Lazio,2.0
2020-07-22,Lazio,2.0
2020-07-23,Lazio,1.0
2020-07-24,Lazio,1.0
2020-07-25,Lazio,1.0
2020-07-26,Lazio,2.0
2020-07-27,Lazio,1.0
2020-07-28,Lazio,1.0
2020-07-29,Lazio,0.0
2020-07-30,Lazio,1.0
2020-07-31,Lazio,0.0
2020-08-01,Lazio,0.0
2020-08-02,Lazio,0.0
2020-08-03,Lazio,1.0
2020-08-04,Lazio,0.0
2020-08-05,Lazio,1.0
2020-08-06,Lazio,0.0
2020-08-07,Lazio,0.0
2020-08-08,Lazio,1.0
2020-08-09,Lazio,0.0
2020-08-10,Lazio,1.0
2020-08-11,Lazio,0.0
2020-08-12,Lazio,1.0
2020-08-13,Lazio,1.0
2020-08-14,Lazio,1.0
2020-08-15,Lazio,0.0
2020-08-16,Lazio,0.0
2020-08-17,Lazio,0.0
2020-08-18,Lazio,1.0
2020-08-19,Lazio,0.0
2020-08-20,Lazio,1.0
2020-08-21,Lazio,1.0
2020-08-22,Lazio,0.0
2020-08-23,Lazio,1.0
2020-08-24,Lazio,1.0
2020-08-25,Lazio,0.0
2020-08-26,Lazio,1.0
2020-08-27,Lazio,1.0
2020-08-28,Lazio,1.0
2020-08-29,Lazio,0.0
2020-08-30,Lazio,0.0
2020-08-31,Lazio,0.0
2020-09-01,Lazio,0.0
2020-09-02,Lazio,0.0
2020-09-03,Lazio,1.0
2020-09-04,Lazio,0.0
2020-09-05,Lazio,1.0
2020-09-06,Lazio,1.0
2020-09-07,Lazio,0.0
2020-09-08,Lazio,0.0
2020-09-09,Lazio,0.0
2020-09-10,Lazio,1.0
2020-09-11,Lazio,1.0
2020-09-12,Lazio,1.0
2020-09-13,Lazio,1.0
2020-09-14,Lazio,0.0
2020-09-15,Lazio,2.0
2020-09-16,Lazio,0.0
2020-09-17,Lazio,2.0
2020-09-18,Lazio,0.0
2020-09-19,Lazio,1.0
2020-09-20,Lazio,0.0
2020-09-21,Lazio,5.0
2020-09-22,Lazio,4.0
2020-09-23,Lazio,3.0
2020-09-24,Lazio,0.0
2020-09-25,Lazio,2.0
2020-09-26,Lazio,2.0
2020-09-27,Lazio,1.0
2020-09-28,Lazio,3.0
2020-09-29,Lazio,3.0
2020-09-30,Lazio,5.0
2020-10-01,Lazio,5.0
2020-10-02,Lazio,5.0
2020-10-03,Lazio,5.0
2020-10-04,Lazio,6.0
2020-10-05,Lazio,5.0
2020-10-06,Lazio,4.0
2020-10-07,Lazio,6.0
2020-10-08,Lazio,6.0
2020-10-09,Lazio,6.0
2020-10-10,Lazio,6.0
2020-10-11,Lazio,4.0
2020-10-12,Lazio,8.0
2020-10-13,Lazio,5.0
2020-10-14,Lazio,5.0
2020-10-15,Lazio,7.0
2020-10-16,Lazio,5.0
2020-10-17,Lazio,12.0
2020-10-18,Lazio,6.0
2020-10-19,Lazio,9.0
2020-10-20,Lazio,5.0
2020-10-21,Lazio,16.0
2020-10-22,Lazio,16.0
2020-10-23,Lazio,11.0
2020-10-24,Lazio,9.0
2020-10-25,Lazio,10.0
2020-10-26,Lazio,16.0
2020-10-27,Lazio,23.0
2020-10-28,Lazio,19.0
2020-10-29,Lazio,15.0
2020-10-30,Lazio,17.0
2020-10-31,Lazio,22.0
2020-11-01,Lazio,19.0
2020-11-02,Lazio,23.0
2020-11-03,Lazio,21.0
2020-11-04,Lazio,34.0
2020-11-05,Lazio,35.0
2020-11-06,Lazio,26.0
2020-11-07,Lazio,27.0
2020-11-08,Lazio,16.0
2020-11-09,Lazio,16.0
2020-11-10,Lazio,36.0
2020-11-11,Lazio,38.0
2020-11-12,Lazio,49.0
2020-11-13,Lazio,34.0
2020-11-14,Lazio,39.0
2020-11-15,Lazio,21.0
2020-11-16,Lazio,34.0
2020-11-17,Lazio,59.0
2020-11-18,Lazio,80.0
2020-11-19,Lazio,61.0
2020-11-20,Lazio,41.0
2020-11-21,Lazio,37.0
2020-11-22,Lazio,20.0
2020-11-23,Lazio,48.0
2020-11-24,Lazio,62.0
2020-11-25,Lazio,58.0
2020-11-26,Lazio,69.0
2020-11-27,Lazio,69.0
2020-11-28,Lazio,25.0
2020-11-29,Lazio,19.0
2020-11-30,Lazio,39.0
2020-12-01,Lazio,64.0
2020-12-02,Lazio,45.0
2020-12-03,Lazio,38.0
2020-12-04,Lazio,62.0
2020-12-05,Lazio,32.0
2020-12-06,Lazio,14.0
2020-12-07,Lazio,46.0
2020-12-08,Lazio,33.0
2020-12-09,Lazio,33.0
2020-12-10,Lazio,68.0
2020-12-11,Lazio,68.0
2020-12-12,Lazio,41.0
2020-12-13,Lazio,27.0
2020-12-14,Lazio,38.0
2020-12-15,Lazio,83.0
2020-12-16,Lazio,40.0
2020-12-17,Lazio,57.0
2020-02-24,Liguria,
2020-02-25,Liguria,0.0
2020-02-26,Liguria,0.0
2020-02-27,Liguria,0.0
2020-02-28,Liguria,0.0
2020-02-29,Liguria,0.0
2020-03-01,Liguria,0.0
2020-03-02,Liguria,0.0
2020-03-03,Liguria,1.0
2020-03-04,Liguria,0.0
2020-03-05,Liguria,2.0
2020-03-06,Liguria,0.0
2020-03-07,Liguria,1.0
2020-03-08,Liguria,2.0
2020-03-09,Liguria,1.0
2020-03-10,Liguria,1.0
2020-03-11,Liguria,0.0
2020-03-12,Liguria,3.0
2020-03-13,Liguria,6.0
2020-03-14,Liguria,10.0
2020-03-15,Liguria,6.0
2020-03-16,Liguria,17.0
2020-03-17,Liguria,10.0
2020-03-18,Liguria,13.0
2020-03-19,Liguria,18.0
2020-03-20,Liguria,28.0
2020-03-21,Liguria,33.0
2020-03-22,Liguria,19.0
2020-03-23,Liguria,41.0
2020-03-24,Liguria,19.0
2020-03-25,Liguria,23.0
2020-03-26,Liguria,26.0
2020-03-27,Liguria,51.0
2020-03-28,Liguria,27.0
2020-03-29,Liguria,19.0
2020-03-30,Liguria,20.0
2020-03-31,Liguria,31.0
2020-04-01,Liguria,32.0
2020-04-02,Liguria,28.0
2020-04-03,Liguria,31.0
2020-04-04,Liguria,23.0
2020-04-05,Liguria,14.0
2020-04-06,Liguria,39.0
2020-04-07,Liguria,25.0
2020-04-08,Liguria,34.0
2020-04-09,Liguria,28.0
2020-04-10,Liguria,27.0
2020-04-11,Liguria,25.0
2020-04-12,Liguria,15.0
2020-04-13,Liguria,11.0
2020-04-14,Liguria,33.0
2020-04-15,Liguria,14.0
2020-04-16,Liguria,21.0
2020-04-17,Liguria,38.0
2020-04-18,Liguria,31.0
2020-04-19,Liguria,31.0
2020-04-20,Liguria,29.0
2020-04-21,Liguria,33.0
2020-04-22,Liguria,32.0
2020-04-23,Liguria,25.0
2020-04-24,Liguria,29.0
2020-04-25,Liguria,17.0
2020-04-26,Liguria,21.0
2020-04-27,Liguria,14.0
2020-04-28,Liguria,13.0
2020-04-29,Liguria,11.0
2020-04-30,Liguria,15.0
2020-05-01,Liguria,17.0
2020-05-02,Liguria,11.0
2020-05-03,Liguria,14.0
2020-05-04,Liguria,12.0
2020-05-05,Liguria,11.0
2020-05-06,Liguria,11.0
2020-05-07,Liguria,11.0
2020-05-08,Liguria,11.0
2020-05-09,Liguria,11.0
2020-05-10,Liguria,5.0
2020-05-11,Liguria,12.0
2020-05-12,Liguria,8.0
2020-05-13,Liguria,13.0
2020-05-14,Liguria,15.0
2020-05-15,Liguria,7.0
2020-05-16,Liguria,10.0
2020-05-17,Liguria,9.0
2020-05-18,Liguria,12.0
2020-05-19,Liguria,9.0
2020-05-20,Liguria,10.0
2020-05-21,Liguria,11.0
2020-05-22,Liguria,10.0
2020-05-23,Liguria,7.0
2020-05-24,Liguria,5.0
2020-05-25,Liguria,6.0
2020-05-26,Liguria,6.0
2020-05-27,Liguria,7.0
2020-05-28,Liguria,7.0
2020-05-29,Liguria,7.0
2020-05-30,Liguria,7.0
2020-05-31,Liguria,6.0
2020-06-01,Liguria,2.0
2020-06-02,Liguria,1.0
2020-06-03,Liguria,5.0
2020-06-04,Liguria,6.0
2020-06-05,Liguria,7.0
2020-06-06,Liguria,6.0
2020-06-07,Liguria,7.0
2020-06-08,Liguria,6.0
2020-06-09,Liguria,4.0
2020-06-10,Liguria,4.0
2020-06-11,Liguria,1.0
2020-06-12,Liguria,2.0
2020-06-13,Liguria,2.0
2020-06-14,Liguria,3.0
2020-06-15,Liguria,4.0
2020-06-16,Liguria,4.0
2020-06-17,Liguria,3.0
2020-06-18,Liguria,4.0
2020-06-19,Liguria,4.0
2020-06-20,Liguria,5.0
2020-06-21,Liguria,4.0
2020-06-22,Liguria,3.0
2020-06-23,Liguria,1.0
2020-06-24,Liguria,2.0
2020-06-25,Liguria,1.0
2020-06-26,Liguria,0.0
2020-06-27,Liguria,1.0
2020-06-28,Liguria,1.0
2020-06-29,Liguria,0.0
2020-06-30,Liguria,0.0
2020-07-01,Liguria,0.0
2020-07-02,Liguria,0.0
2020-07-03,Liguria,0.0
2020-07-04,Liguria,0.0
2020-07-05,Liguria,0.0
2020-07-06,Liguria,0.0
2020-07-07,Liguria,0.0
2020-07-08,Liguria,0.0
2020-07-09,Liguria,0.0
2020-07-10,Liguria,0.0
2020-07-11,Liguria,1.0
2020-07-12,Liguria,0.0
2020-07-13,Liguria,0.0
2020-07-14,Liguria,2.0
2020-07-15,Liguria,0.0
2020-07-16,Liguria,3.0
2020-07-17,Liguria,1.0
2020-07-18,Liguria,0.0
2020-07-19,Liguria,0.0
2020-07-20,Liguria,0.0
2020-07-21,Liguria,0.0
2020-07-22,Liguria,0.0
2020-07-23,Liguria,1.0
2020-07-24,Liguria,0.0
2020-07-25,Liguria,0.0
2020-07-26,Liguria,0.0
2020-07-27,Liguria,0.0
2020-07-28,Liguria,0.0
2020-07-29,Liguria,0.0
2020-07-30,Liguria,0.0
2020-07-31,Liguria,1.0
2020-08-01,Liguria,0.0
2020-08-02,Liguria,0.0
2020-08-03,Liguria,1.0
2020-08-04,Liguria,0.0
2020-08-05,Liguria,0.0
2020-08-06,Liguria,0.0
2020-08-07,Liguria,0.0
2020-08-08,Liguria,1.0
2020-08-09,Liguria,0.0
2020-08-10,Liguria,0.0
2020-08-11,Liguria,0.0
2020-08-12,Liguria,0.0
2020-08-13,Liguria,0.0
2020-08-14,Liguria,0.0
2020-08-15,Liguria,0.0
2020-08-16,Liguria,0.0
2020-08-17,Liguria,0.0
2020-08-18,Liguria,0.0
2020-08-19,Liguria,0.0
2020-08-20,Liguria,2.0
2020-08-21,Liguria,0.0
2020-08-22,Liguria,0.0
2020-08-23,Liguria,0.0
2020-08-24,Liguria,0.0
2020-08-25,Liguria,0.0
2020-08-26,Liguria,0.0
2020-08-27,Liguria,0.0
2020-08-28,Liguria,0.0
2020-08-29,Liguria,0.0
2020-08-30,Liguria,0.0
2020-08-31,Liguria,0.0
2020-09-01,Liguria,0.0
2020-09-02,Liguria,0.0
2020-09-03,Liguria,1.0
2020-09-04,Liguria,0.0
2020-09-05,Liguria,1.0
2020-09-06,Liguria,2.0
2020-09-07,Liguria,2.0
2020-09-08,Liguria,1.0
2020-09-09,Liguria,1.0
2020-09-10,Liguria,0.0
2020-09-11,Liguria,0.0
2020-09-12,Liguria,0.0
2020-09-13,Liguria,0.0
2020-09-14,Liguria,3.0
2020-09-15,Liguria,0.0
2020-09-16,Liguria,1.0
2020-09-17,Liguria,3.0
2020-09-18,Liguria,0.0
2020-09-19,Liguria,2.0
2020-09-20,Liguria,3.0
2020-09-21,Liguria,0.0
2020-09-22,Liguria,1.0
2020-09-23,Liguria,2.0
2020-09-24,Liguria,2.0
2020-09-25,Liguria,1.0
2020-09-26,Liguria,2.0
2020-09-27,Liguria,0.0
2020-09-28,Liguria,1.0
2020-09-29,Liguria,3.0
2020-09-30,Liguria,1.0
2020-10-01,Liguria,4.0
2020-10-02,Liguria,0.0
2020-10-03,Liguria,1.0
2020-10-04,Liguria,1.0
2020-10-05,Liguria,0.0
2020-10-06,Liguria,2.0
2020-10-07,Liguria,2.0
2020-10-08,Liguria,0.0
2020-10-09,Liguria,1.0
2020-10-10,Liguria,2.0
2020-10-11,Liguria,2.0
2020-10-12,Liguria,2.0
2020-10-13,Liguria,1.0
2020-10-14,Liguria,1.0
2020-10-15,Liguria,3.0
2020-10-16,Liguria,6.0
2020-10-17,Liguria,1.0
2020-10-18,Liguria,3.0
2020-10-19,Liguria,5.0
2020-10-20,Liguria,6.0
2020-10-21,Liguria,9.0
2020-10-22,Liguria,17.0
2020-10-23,Liguria,7.0
2020-10-24,Liguria,6.0
2020-10-25,Liguria,5.0
2020-10-26,Liguria,13.0
2020-10-27,Liguria,14.0
2020-10-28,Liguria,15.0
2020-10-29,Liguria,9.0
2020-10-30,Liguria,7.0
2020-10-31,Liguria,25.0
2020-11-01,Liguria,7.0
2020-11-02,Liguria,9.0
2020-11-03,Liguria,20.0
2020-11-04,Liguria,24.0
